Career Level,Experience Level,Country,Industry,Last login date,total_friend_count,profile_avatar_created,Level,Role,App
Educator,10 Years+,Nigeria,"STATE OWNED ENTERPRISES (SOE, UTILITY, ETC)",06/09/2023,,Y,YES! Member,Subscriber,N/A
Training/Initiative Provider,5-10 Years,Nigeria,GAS,06/09/2023,,,YES! Member,Subscriber,N/A
Student,0-2 Years,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,07/09/2023,,,YES! Member,Subscriber,Android
Student,Graduate/No Experience,Nigeria,LARGE SCALE ENERGY USERS,07/09/2023,,Y,YES! Member,Subscriber,N/A
Early Career Professional,0-2 Years,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,08/09/2023,,,YES! Member,Subscriber,N/A
Early Career Professional,0-2 Years,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,08/09/2023,,,YES! Member,Subscriber,N/A
Early Career Professional,2-5 Years,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,08/09/2023,,,YES! Member,Subscriber,iOS
Early Career Professional,0-2 Years,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,08/09/2023,,,YES! Member,Subscriber,N/A
Entrepreneur,2-5 Years,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,08/09/2023,,,YES! Member,Subscriber,N/A
Entrepreneur,0-2 Years,Nigeria,"ENGINEERING, PROCUREMENT, CONSTRUCTION (EPC)",08/09/2023,,,YES! Member,Subscriber,N/A
Entrepreneur,0-2 Years,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,08/09/2023,,Y,YES! Member,Subscriber,N/A
Entrepreneur,10 Years+,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,08/09/2023,,,YES! Member,Subscriber,N/A
Entrepreneur,5-10 Years,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,08/09/2023,,Y,YES! Member,Subscriber,Android
Entrepreneur,0-2 Years,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,08/09/2023,,Y,YES! Member,Subscriber,N/A
Mid-Level Industry Professional,5-10 Years,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,08/09/2023,,,YES! Member,Subscriber,iOS
Student,Graduate/No Experience,Nigeria,"STATE OWNED ENTERPRISES (SOE, UTILITY, ETC)",08/09/2023,,,YES! Member,Subscriber,N/A
Student,Graduate/No Experience,Nigeria,GAS,08/09/2023,,Y,YES! Member,Subscriber,N/A
Student,Graduate/No Experience,Nigeria,GAS,08/09/2023,,,YES! Member,Subscriber,N/A
Student,2-5 Years,Nigeria,LARGE SCALE ENERGY USERS,08/09/2023,,,YES! Member,Subscriber,Android
Student,Graduate/No Experience,Nigeria,"STATE OWNED ENTERPRISES (SOE, UTILITY, ETC)",08/09/2023,,Y,YES! Member,Subscriber,N/A
Student,Graduate/No Experience,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,08/09/2023,,,YES! Member,Subscriber,iOS
Student,Graduate/No Experience,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,08/09/2023,,Y,YES! Member,Subscriber,N/A
Student,Graduate/No Experience,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,08/09/2023,,,YES! Member,Subscriber,N/A
Student,0-2 Years,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,08/09/2023,,,YES! Member,Subscriber,N/A
Student,0-2 Years,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,08/09/2023,,Y,YES! Member,Subscriber,Android
Student,0-2 Years,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,08/09/2023,,,YES! Member,Subscriber,N/A
Training/Initiative Provider,2-5 Years,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,08/09/2023,,,YES! Member,Subscriber,N/A
Training/Initiative Provider,5-10 Years,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,08/09/2023,,Y,YES! Member,Subscriber,Android
Early Career Professional,2-5 Years,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,09/09/2023,,,YES! Member,Subscriber,N/A
Student,Graduate/No Experience,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,09/09/2023,,,YES! Member,Subscriber,N/A
Early Career Professional,2-5 Years,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,10/09/2023,,,YES! Member,Subscriber,N/A
Early Career Professional,Graduate/No Experience,Nigeria,GAS,10/09/2023,,,YES! Member,Subscriber,N/A
Early Career Professional,Graduate/No Experience,Nigeria,OIL AND GAS,10/09/2023,,,YES! Member,Subscriber,N/A
Early Career Professional,0-2 Years,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,10/09/2023,,,YES! Member,Subscriber,N/A
Early Career Professional,Graduate/No Experience,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,10/09/2023,,,YES! Member,Subscriber,Android
Early Career Professional,2-5 Years,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,10/09/2023,,,YES! Member,Subscriber,N/A
Entrepreneur,2-5 Years,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,10/09/2023,,Y,YES! Member,Subscriber,N/A
Entrepreneur,10 Years+,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,10/09/2023,,,YES! Member,Subscriber,N/A
Entrepreneur,2-5 Years,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,10/09/2023,,,YES! Member,Subscriber,iOS
Entrepreneur,0-2 Years,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,10/09/2023,,Y,YES! Member,Subscriber,N/A
Entrepreneur,2-5 Years,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,10/09/2023,,,YES! Member,Subscriber,N/A
Entrepreneur,10 Years+,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,10/09/2023,,,YES! Member,Subscriber,N/A
Entrepreneur,5-10 Years,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,10/09/2023,,,YES! Member,Subscriber,N/A
Student,0-2 Years,Nigeria,"ENGINEERING, PROCUREMENT, CONSTRUCTION (EPC)",10/09/2023,,,YES! Member,Subscriber,N/A
Student,Graduate/No Experience,Nigeria,GAS,10/09/2023,,,YES! Member,Subscriber,Android
Student,0-2 Years,Nigeria,"STATE OWNED ENTERPRISES (SOE, UTILITY, ETC)",10/09/2023,,,YES! Member,Subscriber,N/A
Student,0-2 Years,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,10/09/2023,,,YES! Member,Subscriber,iOS
Student,Graduate/No Experience,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,10/09/2023,,Y,YES! Member,Subscriber,N/A
Student,Graduate/No Experience,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,10/09/2023,,,YES! Member,Subscriber,N/A
Student,Graduate/No Experience,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,10/09/2023,,,YES! Member,Subscriber,N/A
Student,Graduate/No Experience,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,10/09/2023,,,YES! Member,Subscriber,Android
Student,5-10 Years,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,10/09/2023,,,YES! Member,Subscriber,N/A
Student,Graduate/No Experience,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,10/09/2023,,,YES! Member,Subscriber,N/A
Student,Graduate/No Experience,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,10/09/2023,,Y,YES! Member,Subscriber,Android
Student,5-10 Years,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,11/09/2023,,,YES! Member,Subscriber,N/A
Entrepreneur,0-2 Years,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,12/09/2023,,,YES! Member,Subscriber,N/A
Student,Graduate/No Experience,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,13/09/2023,,Y,YES! Member,Subscriber,N/A
Early Career Professional,2-5 Years,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,14/09/2023,,,YES! Member,Subscriber,N/A
Entrepreneur,0-2 Years,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,15/09/2023,,,YES! Member,Subscriber,N/A
Early Career Professional,2-5 Years,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,16/09/2023,,,YES! Member,Subscriber,N/A
Early Career Professional,0-2 Years,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,17/09/2023,,,YES! Member,Subscriber,Android
Early Career Professional,0-2 Years,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,17/09/2023,,,YES! Member,Subscriber,N/A
Early Career Professional,2-5 Years,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,17/09/2023,,,YES! Member,Subscriber,N/A
Early Career Professional,2-5 Years,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,17/09/2023,,,YES! Member,Subscriber,N/A
Early Career Professional,0-2 Years,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,17/09/2023,,,YES! Member,Subscriber,iOS
Entrepreneur,0-2 Years,Nigeria,GAS,17/09/2023,,,YES! Member,Subscriber,N/A
Entrepreneur,0-2 Years,Nigeria,OIL AND GAS,17/09/2023,,,YES! Member,Subscriber,N/A
Entrepreneur,0-2 Years,Nigeria,"STATE OWNED ENTERPRISES (SOE, UTILITY, ETC)",17/09/2023,,,YES! Member,Subscriber,N/A
Entrepreneur,2-5 Years,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,17/09/2023,,Y,YES! Member,Subscriber,N/A
Entrepreneur,2-5 Years,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,17/09/2023,,,YES! Member,Subscriber,N/A
Mid-Level Industry Professional,2-5 Years,Nigeria,"ENGINEERING, PROCUREMENT, CONSTRUCTION (EPC)",17/09/2023,,,YES! Member,Subscriber,Android
Mid-Level Industry Professional,0-2 Years,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,17/09/2023,,,YES! Member,Subscriber,N/A
Mid-Level Industry Professional,5-10 Years,NIGERIA,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,17/09/2023,,Y,YES! Member,Subscriber,iOS
Student,Graduate/No Experience,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,17/09/2023,,,YES! Member,Subscriber,N/A
Student,Graduate/No Experience,Nigeria,GAS,17/09/2023,,Y,YES! Member,Subscriber,N/A
Student,Graduate/No Experience,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,17/09/2023,,,YES! Member,Subscriber,N/A
Student,0-2 Years,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,17/09/2023,,,YES! Member,Subscriber,Android
Student,Graduate/No Experience,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,17/09/2023,,,YES! Member,Subscriber,N/A
Student,2-5 Years,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,17/09/2023,,,YES! Member,Subscriber,N/A
Student,0-2 Years,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,17/09/2023,,,YES! Member,Subscriber,Android
Student,0-2 Years,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,17/09/2023,,,YES! Member,Subscriber,N/A
Student,Graduate/No Experience,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,17/09/2023,,Y,YES! Member,Subscriber,N/A
Student,Graduate/No Experience,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,17/09/2023,,,YES! Member,Subscriber,N/A
Mid-Level Industry Professional,2-5 Years,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,18/09/2023,,Y,YES! Member,Subscriber,N/A
Early Career Professional,Graduate/No Experience,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,19/09/2023,,,YES! Member,Subscriber,N/A
Early Career Professional,0-2 Years,Nigeria,GAS,19/09/2023,,,YES! Member,Subscriber,N/A
Early Career Professional,2-5 Years,Nigeria,OIL AND GAS,19/09/2023,,Y,YES! Member,Subscriber,Android
Early Career Professional,5-10 Years,Nigeria,"STATE OWNED ENTERPRISES (SOE, UTILITY, ETC)",19/09/2023,,,YES! Member,Subscriber,N/A
Early Career Professional,0-2 Years,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,19/09/2023,,,YES! Member,Subscriber,N/A
Early Career Professional,0-2 Years,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,19/09/2023,,,YES! Member,Subscriber,N/A
Early Career Professional,Graduate/No Experience,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,19/09/2023,,,YES! Member,Subscriber,iOS
Early Career Professional,0-2 Years,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,19/09/2023,,Y,YES! Member,Subscriber,N/A
Early Career Professional,2-5 Years,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,19/09/2023,,,YES! Member,Subscriber,N/A
Early Career Professional,0-2 Years,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,19/09/2023,,,YES! Member,Subscriber,N/A
Early Career Professional,0-2 Years,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,19/09/2023,,Y,YES! Member,Subscriber,N/A
Early Career Professional,2-5 Years,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,19/09/2023,,,YES! Member,Subscriber,N/A
Early Career Professional,5-10 Years,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,19/09/2023,,Y,YES! Member,Subscriber,Android
Early Career Professional,Graduate/No Experience,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,19/09/2023,,,YES! Member,Subscriber,N/A
Educator,0-2 Years,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,19/09/2023,,,YES! Member,Subscriber,iOS
Entrepreneur,Graduate/No Experience,Nigeria,GAS,19/09/2023,,Y,YES! Member,Subscriber,N/A
Entrepreneur,5-10 Years,Nigeria,OIL AND GAS,19/09/2023,,,YES! Member,Subscriber,N/A
Entrepreneur,5-10 Years,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,19/09/2023,,,YES! Member,Subscriber,N/A
Entrepreneur,0-2 Years,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,19/09/2023,,Y,YES! Member,Subscriber,Android
Entrepreneur,5-10 Years,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,19/09/2023,,,YES! Member,Subscriber,N/A
Entrepreneur,5-10 Years,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,19/09/2023,,Y,YES! Member,Subscriber,N/A
Entrepreneur,2-5 Years,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,19/09/2023,,Y,YES! Member,Subscriber,Android
Entrepreneur,5-10 Years,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,19/09/2023,,,YES! Member,Subscriber,N/A
Mid-Level Industry Professional,5-10 Years,Nigeria,"ENGINEERING, PROCUREMENT, CONSTRUCTION (EPC)",19/09/2023,,,YES! Member,Subscriber,N/A
Mid-Level Industry Professional,10 Years+,Nigeria,GAS,19/09/2023,,Y,YES! Member,Subscriber,N/A
Mid-Level Industry Professional,2-5 Years,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,19/09/2023,,,YES! Member,Subscriber,N/A
Mid-Level Industry Professional,2-5 Years,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,19/09/2023,,Y,YES! Member,Subscriber,N/A
Student,Graduate/No Experience,Nigeria,"ENGINEERING, PROCUREMENT, CONSTRUCTION (EPC)",19/09/2023,,,YES! Member,Subscriber,N/A
Student,Graduate/No Experience,Nigeria,"STATE OWNED ENTERPRISES (SOE, UTILITY, ETC)",19/09/2023,,Y,YES! Member,Subscriber,Android
Student,2-5 Years,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,19/09/2023,,,YES! Member,Subscriber,N/A
Student,2-5 Years,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,19/09/2023,,,YES! Member,Subscriber,N/A
Student,Graduate/No Experience,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,19/09/2023,,Y,YES! Member,Subscriber,N/A
Student,0-2 Years,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,19/09/2023,,,YES! Member,Subscriber,iOS
Student,2-5 Years,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,19/09/2023,,Y,YES! Member,Subscriber,N/A
Student,Graduate/No Experience,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,19/09/2023,,Y,YES! Member,Subscriber,N/A
Student,0-2 Years,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,19/09/2023,,,YES! Member,Subscriber,N/A
Student,0-2 Years,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,19/09/2023,,,YES! Member,Subscriber,N/A
Student,Graduate/No Experience,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,19/09/2023,,,YES! Member,Subscriber,N/A
Student,Graduate/No Experience,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,19/09/2023,,Y,YES! Member,Subscriber,Android
Student,Graduate/No Experience,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,19/09/2023,,,YES! Member,Subscriber,N/A
Student,Graduate/No Experience,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,19/09/2023,,Y,YES! Member,Subscriber,iOS
Student,0-2 Years,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,19/09/2023,,,YES! Member,Subscriber,N/A
Student,Graduate/No Experience,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,19/09/2023,,,YES! Member,Subscriber,N/A
Student,0-2 Years,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,19/09/2023,,Y,YES! Member,Subscriber,N/A
Training/Initiative Provider,Graduate/No Experience,Nigeria,GAS,19/09/2023,,Y,YES! Member,Subscriber,Android
Early Career Professional,2-5 Years,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,20/09/2023,,,YES! Member,Subscriber,N/A
Educator,2-5 Years,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,20/09/2023,,,YES! Member,Subscriber,N/A
Entrepreneur,0-2 Years,Nigeria,"STATE OWNED ENTERPRISES (SOE, UTILITY, ETC)",20/09/2023,,Y,YES! Member,Subscriber,Android
Entrepreneur,2-5 Years,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,20/09/2023,,,YES! Member,Subscriber,N/A
Entrepreneur,Graduate/No Experience,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,20/09/2023,,,YES! Member,Subscriber,N/A
Mid-Level Industry Professional,10 Years+,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,20/09/2023,,,YES! Member,Subscriber,N/A
Mid-Level Industry Professional,5-10 Years,Nigeria,"ENGINEERING, PROCUREMENT, CONSTRUCTION (EPC)",20/09/2023,,,YES! Member,Subscriber,N/A
Senior Industry Professional,5-10 Years,Nigeria,GAS,20/09/2023,,,YES! Member,Subscriber,N/A
Student,2-5 Years,Nigeria,GAS,20/09/2023,,Y,YES! Member,Subscriber,N/A
Student,Graduate/No Experience,Nigeria,OIL AND GAS,20/09/2023,,,YES! Member,Subscriber,Android
Student,0-2 Years,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,20/09/2023,,,YES! Member,Subscriber,N/A
Student,Graduate/No Experience,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,20/09/2023,,,YES! Member,Subscriber,N/A
Student,Graduate/No Experience,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,20/09/2023,,,YES! Member,Subscriber,N/A
Student,Graduate/No Experience,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,20/09/2023,,Y,YES! Member,Subscriber,iOS
Student,0-2 Years,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,20/09/2023,,,YES! Member,Subscriber,N/A
Student,2-5 Years,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,20/09/2023,,,YES! Member,Subscriber,N/A
Student,0-2 Years,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,20/09/2023,,,YES! Member,Subscriber,N/A
Student,Graduate/No Experience,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,20/09/2023,,,YES! Member,Subscriber,N/A
Student,2-5 Years,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,20/09/2023,,,YES! Member,Subscriber,N/A
Student,Graduate/No Experience,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,20/09/2023,,,YES! Member,Subscriber,Android
Student,Graduate/No Experience,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,20/09/2023,,Y,YES! Member,Subscriber,N/A
Student,2-5 Years,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,20/09/2023,,,YES! Member,Subscriber,iOS
Student,0-2 Years,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,20/09/2023,,Y,YES! Member,Subscriber,N/A
Early Career Professional,2-5 Years,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,21/09/2023,,Y,YES! Member,Subscriber,N/A
Early Career Professional,0-2 Years,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,22/09/2023,,,YES! Member,Subscriber,N/A
Early Career Professional,Graduate/No Experience,Nigeria,GAS,22/09/2023,,,YES! Member,Subscriber,Android
Early Career Professional,0-2 Years,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,22/09/2023,,,YES! Member,Subscriber,N/A
Early Career Professional,0-2 Years,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,22/09/2023,,,YES! Member,Subscriber,N/A
Early Career Professional,2-5 Years,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,22/09/2023,,,YES! Member,Subscriber,Android
Early Career Professional,2-5 Years,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,22/09/2023,,Y,YES! Member,Subscriber,N/A
Early Career Professional,0-2 Years,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,22/09/2023,,,YES! Member,Subscriber,N/A
Educator,10 Years+,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,22/09/2023,,Y,YES! Member,Subscriber,N/A
Entrepreneur,0-2 Years,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,22/09/2023,,,YES! Member,Subscriber,N/A
Entrepreneur,0-2 Years,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,22/09/2023,,,YES! Member,Subscriber,N/A
Entrepreneur,2-5 Years,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,22/09/2023,,,YES! Member,Subscriber,N/A
Mid-Level Industry Professional,5-10 Years,Nigeria,OIL AND GAS,22/09/2023,,,YES! Member,Subscriber,Android
Mid-Level Industry Professional,5-10 Years,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,22/09/2023,,Y,YES! Member,Subscriber,N/A
Student,Graduate/No Experience,Nigeria,"ENGINEERING, PROCUREMENT, CONSTRUCTION (EPC)",22/09/2023,,Y,YES! Member,Subscriber,N/A
Student,0-2 Years,Nigeria,GAS,22/09/2023,,,YES! Member,Subscriber,N/A
Student,2-5 Years,Nigeria,"STATE OWNED ENTERPRISES (SOE, UTILITY, ETC)",22/09/2023,,,YES! Member,Subscriber,iOS
Student,Graduate/No Experience,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,22/09/2023,,,YES! Member,Subscriber,N/A
Student,0-2 Years,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,22/09/2023,,,YES! Member,Subscriber,N/A
Student,Graduate/No Experience,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,22/09/2023,,Y,YES! Member,Subscriber,N/A
Student,Graduate/No Experience,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,22/09/2023,,,YES! Member,Subscriber,N/A
Student,Graduate/No Experience,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,22/09/2023,,,YES! Member,Subscriber,N/A
Training/Initiative Provider,5-10 Years,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,22/09/2023,,Y,YES! Member,Subscriber,Android
Training/Initiative Provider,10 Years+,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,22/09/2023,,,YES! Member,Subscriber,N/A
Student,0-2 Years,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,23/09/2023,,,YES! Member,Subscriber,iOS
Early Career Professional,0-2 Years,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,24/09/2023,,,YES! Member,Subscriber,N/A
Student,Graduate/No Experience,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,25/09/2023,,,YES! Member,Subscriber,N/A
Early Career Professional,0-2 Years,Nigeria,"ENGINEERING, PROCUREMENT, CONSTRUCTION (EPC)",29/09/2023,,,YES! Member,Subscriber,N/A
Early Career Professional,0-2 Years,Nigeria,OIL AND GAS,29/09/2023,,,YES! Member,Subscriber,Android
Early Career Professional,0-2 Years,Nigeria,"STATE OWNED ENTERPRISES (SOE, UTILITY, ETC)",29/09/2023,,Y,YES! Member,Subscriber,N/A
Early Career Professional,2-5 Years,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,29/09/2023,,,YES! Member,Subscriber,N/A
Early Career Professional,2-5 Years,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,29/09/2023,,Y,YES! Member,Subscriber,Android
Early Career Professional,2-5 Years,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,29/09/2023,,,YES! Member,Subscriber,N/A
Early Career Professional,0-2 Years,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,29/09/2023,,,YES! Member,Subscriber,N/A
Early Career Professional,0-2 Years,Nigeria,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,29/09/2023,,Y,YES! Member,Subscriber,N/A
Entrepreneur,0-2 Years,Nigeria,GAS,29/09/2023,,,YES! Member,Subscriber,N/A
